channel,tvg_id,group,working,reason,seconds,host,url
Autentic History (720p),AutenticHistory.de,DE Documentary,YES,playing,0.2,autentic-autentichistory-1-gb.samsung.wurl.tv,https://autentic-autentichistory-1-gb.samsung.wurl.tv/playlist.m3u8
Backstage (1080p),Backstage.us,US Documentary,YES,playing,0.3,d2ah48mnofquik.cloudfront.net,https://d2ah48mnofquik.cloudfront.net/Backstage.m3u8
Backstage (1080p),Backstage.us,US Documentary,YES,playing,0.3,fuse-backstage-xumo.amagi.tv,https://fuse-backstage-xumo.amagi.tv/playlist.m3u8
BBC Earth (1080p),BBCEarth.uk@US,UK Documentary,YES,playing,0.3,pb-zjy36qhp8e8cz.akamaized.net,https://pb-zjy36qhp8e8cz.akamaized.net/BBC_Earth_US.m3u8
BBC Earth (1080p),BBCEarth.uk@US,UK Documentary,YES,playing,0.5,amg00793-amg00793c6-firetv-us-4067.playouts.now.amagi.tv,https://amg00793-amg00793c6-firetv-us-4067.playouts.now.amagi.tv/playlist.m3u8
BBC Earth (1080p),BBCEarth.uk@US,UK Documentary,YES,playing,0.4,amg00793-amg00793c6-xumo-us-2669.playouts.now.amagi.tv,https://amg00793-amg00793c6-xumo-us-2669.playouts.now.amagi.tv/BBCStudios-BBCEarthA-hls/playlist.m3u8
Bloomberg Originals (1080p),BloombergOriginals.us@SD,US Documentary,YES,playing,0.2,86fdc85a.wurl.com,https://86fdc85a.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/TEctZ2JfQmxvb21iZXJnT3JpZ2luYWxzX0hMUw/playlist.m3u8
Bloomberg Originals (1080p),BloombergOriginals.us,US Documentary,YES,playing,1.0,d3qwwydnxv5vo9.cloudfront.net,https://d3qwwydnxv5vo9.cloudfront.net/v1/bloomberg_quicktake_3/samsungheadend_us/latest/main/hls/playlist.m3u8
Bloomberg Originals (1080p),BloombergOriginals.us,US Documentary,YES,playing,2.0,dai.google.com,https://dai.google.com/linear/hls/event/jKwfd4apQcuxQtyRI9Q6-Q/master.m3u8
Bondi Rescue,BondiRescue.de,DE Documentary,YES,playing,1.5,jmp2.uk,https://jmp2.uk/plu-660be37e7bcd860008793a6a.m3u8
BritBox Mysteries (1080p),BritBoxMysteries.us,US Documentary,YES,playing,0.2,pb-ippotemhtglhp.akamaized.net,https://pb-ippotemhtglhp.akamaized.net/playlist.m3u8
BritBox Mysteries (1080p),BritBoxMysteries.us,US Documentary,YES,playing,0.3,aegis-cloudfront-1.tubi.video,https://aegis-cloudfront-1.tubi.video/c95700f8-e51c-4a36-ad46-56f70fc9f1d9/playlist.m3u8
BritBox Mysteries (720p),BritBoxMysteries.us,US Documentary,YES,playing,0.9,jmp2.uk,https://jmp2.uk/plu-60f5d389985a0c0007357304.m3u8
Can Tho TV 2 (1080p),CanThoTV2.vn,VN Documentary,YES,playing,4.4,live.canthotv.vn,https://live.canthotv.vn/cs2/live.stream/playlist.m3u8
Cazador de Homicidas,CazadordeHomicidas.us,US Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-60ed5fb9c4716d0007d180c5.m3u8
Cazador de Homicidas,CazadordeHomicidas.us,US Documentary,YES,playing,1.1,jmp2.uk,https://jmp2.uk/plu-6109a9f5531b840007a4a187.m3u8
CCTV-9 (576i),CCTV9.cn,CN Documentary,YES,playing,2.9,xykt-fix.github.io,https://xykt-fix.github.io/Y77.m3u8
CCTV-Weapon & Technology (1080p),CCTVWeaponTechnology.cn,CN Documentary,YES,playing,0.3,38.75.136.137:98,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
CGTN Documentary (1080p),CGTNDocumentary.cn,CN Documentary,YES,playing,0.6,hlspackager.akamaized.net,https://hlspackager.akamaized.net/live/DB/CGTN_DOCUMENTARY/HLS/CGTN_DOCUMENTARY.m3u8
CGTN Documentary (1080p),CGTNDocumentary.cn,CN Documentary,YES,playing,1.2,amg00405-rakutentv-cgtndocumentary-rakuten-0ql8j.amagi.tv,https://amg00405-rakutentv-cgtndocumentary-rakuten-0ql8j.amagi.tv/master.m3u8
CGTN Documentary (1080p),CGTNDocumentary.cn,CN Documentary,YES,playing,1.7,english-livebkali.cgtn.com,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
Chemodan TV (1080p),ChemodanTV.ua,UA Documentary,YES,playing,0.9,stream.mcquack.net,http://stream.mcquack.net/399/index.m3u8
China Travel (1080p),ChinaTravel.cn,CN Documentary,YES,playing,0.4,fastlive.cctvplus.com,https://fastlive.cctvplus.com/out/v1/ca6f9297b7314a63959435028af287fc/index.m3u8
China Travel (1080p),ChinaTravel.cn,CN Documentary,YES,playing,0.7,amg01314-amg01314c7-distrotv-us-10219.playouts.now.amagi.tv,https://amg01314-amg01314c7-distrotv-us-10219.playouts.now.amagi.tv/playlist/amg01314-cgtn-cgtnchinatravel-distrotvus/playlist.m3u8
Click TV (Coronel) (720p),ClickTVChile.cl,CL Documentary,YES,playing,1.2,v2.tustreaming.cl,https://v2.tustreaming.cl/clicktv/playlist.m3u8
CNA Originals (1080p),CNAOriginals.sg,SG Documentary,YES,playing,0.6,amg01082-cna-amg01082c1-vidaa-gb-7580.playouts.now.amagi.tv,https://amg01082-cna-amg01082c1-vidaa-gb-7580.playouts.now.amagi.tv/playlist.m3u8
CNA Originals (1080p),CNAOriginals.sg,SG Documentary,YES,playing,0.7,amg01082-cna-amg01082c1-rlaxx-us-11304.playouts.now.amagi.tv,https://amg01082-cna-amg01082c1-rlaxx-us-11304.playouts.now.amagi.tv/playlist.m3u8
Cosmos TV (720p),CosmosTV.py,PY Documentary,YES,playing,1.7,video.hostingcaaguazu.com:19360,https://video.hostingcaaguazu.com:19360/cosmostv/cosmostv.m3u8
Court TV (1080p),CourtTV.us,US Documentary,YES,playing,0.6,pb-2rv53xe17yzvq.akamaized.net,https://pb-2rv53xe17yzvq.akamaized.net/Court_TV_US.m3u8
Court TV (1080p),CourtTV.us,US Documentary,YES,playing,0.9,cdn-uw2-prod.tsv2.amagi.tv,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-courttv-tablo/playlist.m3u8
Court TV (720p),CourtTV.us,US Documentary,YES,playing,0.9,jmp2.uk,https://jmp2.uk/plu-5dae0b4841a7d0000938ddbd.m3u8
Crime 360 (720p),Crime360.us,US Documentary,YES,playing,0.3,jmp2.uk,https://jmp2.uk/plu-657880c46e4f6a00087404d0.m3u8
Crime 360 (720p),Crime360.us,US Documentary,YES,playing,0.3,94a3e237.wurl.com,https://94a3e237.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0NyaW1lMzYwX0hMUw/playlist.m3u8
Crime 360 (720p),Crime360.us,US Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-6578848a6e4f6a0008741910.m3u8
Crimen & Historia (720p),CrimenHistoria.es,ES Documentary,YES,playing,0.9,jmp2.uk,https://jmp2.uk/plu-64ddcbb14c5ed80008fad416.m3u8
Curiosity Now (1080p),CuriosityNOW.de@EN,DE Documentary,YES,playing,0.2,amg00170-amg00170c4-samsung-gb-4232.playouts.now.amagi.tv,https://amg00170-amg00170c4-samsung-gb-4232.playouts.now.amagi.tv/playlist.m3u8
Da Vinci,DaVinci.ru,RU Documentary,YES,playing,2.1,stream8.cinerama.uz,https://stream8.cinerama.uz/1231/tracks-v1a1/mono.m3u8
Da Vinci (576p),DaVinci.ru,RU Documentary,YES,playing,0.9,hls127.freeott.top:8080,http://hls127.freeott.top:8080/Da_Vinci_Learning/video.m3u8
DangerTV (720p),DangerTV.us,US Documentary,YES,playing,0.8,dk0n7jh428tzj.cloudfront.net,https://dk0n7jh428tzj.cloudfront.net/v1/dangertv/samsungheadend_us/latest/main/hls/playlist.m3u8
Dateline 24/7 (1080p),Dateline247.us,US Documentary,YES,playing,0.1,dz59iptwz5rxs.cloudfront.net,https://dz59iptwz5rxs.cloudfront.net/live/master.m3u8
Dateline 24/7 (1080p),Dateline247.us,US Documentary,YES,playing,0.4,d1si3n1st4nkgb.cloudfront.net,https://d1si3n1st4nkgb.cloudfront.net/10502/88896029/hls/master.m3u8?ads.xumo_channelId=88896029
Dateline 24/7 (1080p),Dateline247.us,US Documentary,YES,playing,2.3,d4whmvwm0rdvi.cloudfront.net,https://d4whmvwm0rdvi.cloudfront.net/10007/99993007/hls/master.m3u8?ads.xumo_channelId=99993007
Deadly Women,DeadlyWomen.us,US Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-5ca1df0d50be2571e393ad31.m3u8
Deadly Women (1080p),DeadlyWomen.us,US Documentary,YES,playing,0.4,d1mgh147xpmgs8.cloudfront.net,https://d1mgh147xpmgs8.cloudfront.net/DeadlyWomen_GB.m3u8
Detetives Médicos,DetetivesMedicos.us,US Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-638df93ae2f2a3000737c168.m3u8
Discovering China (1080p),DiscoveringChina.cn,CN Documentary,YES,playing,0.3,fastlive.cctvplus.com,https://fastlive.cctvplus.com/out/v1/8442c3bfd4c64a3984389328f6087879/index.m3u8
Discovering China (1080p),DiscoveringChina.cn,CN Documentary,YES,playing,0.4,amg01314-amg01314c8-distrotv-us-10218.playouts.now.amagi.tv,https://amg01314-amg01314c8-distrotv-us-10218.playouts.now.amagi.tv/playlist/amg01314-cgtn-cgtndiscoveringchina-distrotvus/playlist.m3u8
Docu. (1080p),Docu.cl,CL Documentary,YES,playing,0.9,45.162.193.35,http://45.162.193.35/DOCU/index.m3u8
DocuBay TV (1080p),DocuBayTV.in,IN Documentary,YES,playing,3.2,cc-mgr91yrk4pehy.akamaized.net,https://cc-mgr91yrk4pehy.akamaized.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-mgr91yrk4pehy/playlist.m3u8
DocuBox,DocuBox.nl,NL Documentary,YES,playing,0.7,dash3.antik.sk,https://dash3.antik.sk/live/test_docubox_medium_atk/playlist.m3u8
Documentary+ (1080p),DocumentaryPlus.us,US Documentary,YES,playing,0.9,d1kx9y4yhe8h6h.cloudfront.net,https://d1kx9y4yhe8h6h.cloudfront.net/playlist.m3u8
Documentary+ (1080p),DocumentaryPlus.us,US Documentary,YES,playing,1.2,ef79b15c8c7c46c7a9de9d33001dbd07.mediatailor.us-west-2.amazonaws.com,https://ef79b15c8c7c46c7a9de9d33001dbd07.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-859-DOCUMENTARYPLUS-DOCUMENTARYPLUS/mt/documentaryplus/859/hls/master/playlist.m3u8
Documentary+ International (1080p),DocumentaryPlus.us@International,US Documentary,YES,playing,1.1,1d153317c8db4250b3789601274e2402.mediatailor.us-west-2.amazonaws.com,https://1d153317c8db4250b3789601274e2402.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-887-DOCUMENTARYINTERNATIONAL-DOCUMENTARYPLUS/mt/documentaryplus/887/hls/master/playlist.m3u8
Dokusat (1080p),Dokusat.de,DE Documentary,YES,playing,2.6,muc3.iptv-playoutcenter.de,https://muc3.iptv-playoutcenter.de/dokusat/dokusat1/playlist.m3u8
Dossiers FBI,DossiersFBI.us,US Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-5f8edad922b10b000753bc37.m3u8
Ecovisión (720p),Ecovision.do,DO Documentary,YES,playing,0.8,streaming.grupomediosdelnorte.com:19360,https://streaming.grupomediosdelnorte.com:19360/ecovision/ecovision.m3u8
Eko TV (720p),EkoTV.ua,UA Documentary,YES,playing,2.1,ext.cdn.nashnet.tv,https://ext.cdn.nashnet.tv/228.0.1.60/index.m3u8
Epic Crimes (1080p),EpicCrimes.in,IN Documentary,YES,playing,3.7,cc-wsuyg2uxeak04.akamaized.net,https://cc-wsuyg2uxeak04.akamaized.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-wsuyg2uxeak04/master.m3u8
EPlanet TV,EPlanetTV.ir,IR Documentary,YES,playing,0.7,eplhls.wns.live,https://eplhls.wns.live/hls/stream.m3u8
FBI Files,FBIFiles.us,US Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-62bdaa32a1b2fd00076693e8.m3u8
FBI Files,FBIFiles.us,US Documentary,YES,playing,1.1,jmp2.uk,https://jmp2.uk/plu-61814659533163000748aa04.m3u8
FBI Files,FBIFiles.us,US Documentary,YES,playing,1.0,jmp2.uk,https://jmp2.uk/plu-61815067b9802500076e16e0.m3u8
Forensic Files,ForensicFiles.us,US Documentary,YES,playing,0.1,jmp2.uk,https://jmp2.uk/plu-62e92392a3e6270007f562e8.m3u8
Forensic Files,ForensicFiles.us,US Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-64ec5cf50f73a800081310a5.m3u8
Forensic Files,ForensicFiles.us,US Documentary,YES,playing,1.1,jmp2.uk,https://jmp2.uk/plu-6181241c1a35d50007874c27.m3u8
Francophonie24 (1080p),Francophonie24.fr,FR Documentary,YES,playing,1.6,5421175365ea3.streamlock.net,https://5421175365ea3.streamlock.net/live/smil:switch.smil/playlist.m3u8
Get.Factual (720p),Getfactual.us,US Documentary,YES,playing,0.5,d1nhni5l2n8hjt.cloudfront.net,https://d1nhni5l2n8hjt.cloudfront.net/gf.m3u8
GZT (1080p),GZT.tr,TR Documentary,YES,playing,0.5,gzttv-live.lg.mncdn.com,https://gzttv-live.lg.mncdn.com/gzttv/gzttv/playlist.m3u8
Historia y Vida (720p),HistoriaYVida.es,ES Documentary,YES,playing,0.9,jmp2.uk,https://jmp2.uk/plu-67517f923a61d40008c451f0.m3u8
History,History.cz,CZ Documentary,YES,playing,0.6,88.212.15.19,http://88.212.15.19/live/test_history/playlist.m3u8
History,History.hu,HU Documentary,YES,playing,0.6,88.212.15.19,http://88.212.15.19/live/history_hun/index.m3u8
History (576p),History.us,US Documentary,YES,playing,2.9,tvsen3.aynaott.com,https://tvsen3.aynaott.com/np3JstRE/index.m3u8
History (720p),History.br,BR Documentary,YES,playing,0.9,170.83.16.50,http://170.83.16.50/HISTORY/index.m3u8
History (720p),History.br,BR Documentary,YES,playing,1.9,45.177.114.114,http://45.177.114.114/HISTORY/index.m3u8
History (720p),History.us,US Documentary,YES,playing,0.8,212.5.144.156:8080,http://212.5.144.156:8080/history/index.m3u8
History 2 Latin America (1080p),History2LatinAmerica.us,US Documentary,YES,playing,0.6,138.121.15.230:9002,http://138.121.15.230:9002/HISTORY-2/index.m3u8
History Asia (720p),HistoryAsia.us,US Documentary,YES,playing,5.9,freem3u.xyz,https://freem3u.xyz/api/live/play.m3u8?vid=9856
History Hit (1080p),HistoryHit.uk,UK Documentary,YES,playing,0.2,lds-timeline-rakuten.amagi.tv,https://lds-timeline-rakuten.amagi.tv/playlist.m3u8
History Hit (1080p),HistoryHit.uk,UK Documentary,YES,playing,0.6,lds-timeline-plex.amagi.tv,https://lds-timeline-plex.amagi.tv/playlist.m3u8
History Hit (720p),HistoryHit.uk,UK Documentary,YES,playing,2.0,ldsaaaaaa-timeline-samsungau-awedz.amagi.tv,https://ldsaaaaaa-timeline-samsungau-awedz.amagi.tv/playlist/ldsAAAAAA-timeline-samsungau/playlist.m3u8
History Latin America (1080p),HistoryLatinAmerica.us,US Documentary,YES,playing,0.0,15.204.246.24:8080,http://15.204.246.24:8080/HistoryHD/index.m3u8
History Latin America (1080p),HistoryLatinAmerica.us,US Documentary,YES,playing,0.6,138.121.15.230:9002,http://138.121.15.230:9002/HISTORY-CHANNEL/index.m3u8
History TV18 HD (1080p),HistoryTV18.in@HD,IN Documentary,YES,playing,0.6,amg01448-amg01448c16-samsung-in-3495.playouts.now.amagi.tv,https://amg01448-amg01448c16-samsung-in-3495.playouts.now.amagi.tv/playlist/amg01448-samsungindia-historychannelenglish-samsungin/playlist.m3u8
History TV18 HD Hindi (1080p),HistoryTV18.in@HD,IN Documentary,YES,playing,1.4,amg01448-amg01448c16-samsung-in-3495.playouts.now.amagi.tv,https://amg01448-amg01448c16-samsung-in-3495.playouts.now.amagi.tv/ts-ap-s1-n1/playlist/amg01448-samsungindia-historychannelhindi-samsungin/playlist.m3u8
India TV Aap Ki Adalat (1080p),IndiaTVAapKiAdalat.in,IN Documentary,YES,playing,3.4,amg01550-amg01550c6-samsung-in-4679.playouts.now.amagi.tv,https://amg01550-amg01550c6-samsung-in-4679.playouts.now.amagi.tv/playlist/amg01550-indiatvfast-indiatvakasamsung-samsungin/playlist.m3u8
Ink Master,InkMaster.us@CA,US Documentary,YES,playing,0.9,jmp2.uk,https://jmp2.uk/plu-655f2d713944b60008bc7e90.m3u8
Ink Master,InkMaster.us,US Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-60807fd5db701400078219c2.m3u8
INWILD (1080p),INWILD.nl,NL Documentary,YES,playing,0.7,amg00861-amg00861c7-stirr-us-8227.playouts.now.amagi.tv,https://amg00861-amg00861c7-stirr-us-8227.playouts.now.amagi.tv/playlist.m3u8
INWILD (1080p),INWILD.nl,NL Documentary,YES,playing,0.9,amg00861-amg00861c7-firetv-us-4725.playouts.now.amagi.tv,https://amg00861-amg00861c7-firetv-us-4725.playouts.now.amagi.tv/playlist.m3u8
INWILD (1080p),INWILD.nl,NL Documentary,YES,playing,1.3,amg00861-terninternation-inwild-samsunguk-w5wic.amagi.tv,https://amg00861-terninternation-inwild-samsunguk-w5wic.amagi.tv/playlist/amg00861-terninternation-inwild-samsunguk/playlist.m3u8
InWonder (1080p),InWonder.nl,NL Documentary,YES,playing,1.1,amg00861-terninternation-inwonder-samsungau-1k63k.amagi.tv,https://amg00861-terninternation-inwonder-samsungau-1k63k.amagi.tv/playlist/amg00861-terninternation-inwonder-samsungau/playlist.m3u8
InWonder (1080p),InWonder.nl,NL Documentary,YES,playing,1.0,amg00861-terncloud-amg00861c4-cineverse-us-962.playouts.now.amagi.tv,https://amg00861-terncloud-amg00861c4-cineverse-us-962.playouts.now.amagi.tv/playlist/amg00861-terninternationalfast-inwonderushd-cineverseus/playlist.m3u8
Istoriya (576p),Istoriya.ru,RU Documentary,YES,playing,1.2,fs.uplink.kz,https://fs.uplink.kz/istoriya/mono.m3u8?token=onlinetv
Istoriya (576p),Istoriya.ru,RU Documentary,YES,playing,0.9,hls127.freeott.top:8080,http://hls127.freeott.top:8080/Istoriya/video.m3u8
Jail,Jail.uk@SD,UK Documentary,YES,playing,0.5,e85541db4ae943d9b5a09477d6b1d8ab.mediatailor.us-east-1.amazonaws.com,https://e85541db4ae943d9b5a09477d6b1d8ab.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/RakutenTV-eu_Jail/playlist.m3u8
Karbala Documentary,KarbalaDocumentary.iq,IQ Documentary,YES,playing,0.7,ktvlive.online,https://ktvlive.online/stream/hls/ch3.m3u8
Law & Crime (720p),LawCrime.us,US Documentary,YES,playing,0.5,a-cdn.klowdtv.com,https://a-cdn.klowdtv.com/live3/law_720p/playlist.m3u8
Law & Crime (720p),LawCrime.us,US Documentary,YES,playing,0.1,cdn.lawandcrime.net,https://cdn.lawandcrime.net/rewind/playlist.m3u8
Love Nature (1080p),LoveNature.ca,CA Documentary,YES,playing,0.3,amg01515-amg01515c26-xumo-us-4765.playouts.now.amagi.tv,https://amg01515-amg01515c26-xumo-us-4765.playouts.now.amagi.tv/playlist.m3u8
Love Nature (720p),LoveNature.ca,CA Documentary,YES,playing,0.3,bamus-klowdtv.amagi.tv,https://bamus-klowdtv.amagi.tv/playlist.m3u8
Love Nature 4K (2160p),LoveNature.ca@4K,CA Documentary,YES,playing,0.4,pb-ehs1glsha1juy.akamaized.net,https://pb-ehs1glsha1juy.akamaized.net/Love_Nature_4K.m3u8
Love Nature en Espanol (1080p),LoveNatureenEspanol.us,US Documentary,YES,playing,0.1,amg01515-amg01515c17-xumo-us-2489.playouts.now.amagi.tv,https://amg01515-amg01515c17-xumo-us-2489.playouts.now.amagi.tv/bamus-lovenaturespanish-roku/playlist.m3u8
Love Pets (1080p),LovePets.ca,CA Documentary,YES,playing,0.6,amg01576-blueskyeenterta-lovepetsemea-samsungse-ctamh.amagi.tv,https://amg01576-blueskyeenterta-lovepetsemea-samsungse-ctamh.amagi.tv/playlist/amg01576-blueskyeenterta-lovepetsemea-samsungse/playlist.m3u8
Love Pets (1080p),LovePets.ca,CA Documentary,YES,playing,0.5,rakutenaa-blueskyent-lovepetsemea-rakuten-ikc4q.amagi.tv,https://rakutenaa-blueskyent-lovepetsemea-rakuten-ikc4q.amagi.tv/playlist/rakutenAA-blueskyent-lovepetsemea-rakuten/playlist.m3u8
Love Pets (1080p),LovePets.ca,CA Documentary,YES,playing,0.6,amg01576-blueskyeenterta-lovepetsemea-samsunguk-32fso.amagi.tv,https://amg01576-blueskyeenterta-lovepetsemea-samsunguk-32fso.amagi.tv/playlist/amg01576-blueskyeenterta-lovepetsemea-samsunguk/playlist.m3u8
Love The Planet (1080p),LoveThePlanet.es,ES Documentary,YES,playing,0.4,amg01821-lovetv-amg01821c8-xumo-us-3443.playouts.now.amagi.tv,https://amg01821-lovetv-amg01821c8-xumo-us-3443.playouts.now.amagi.tv/playlist.m3u8
Love the Planet (1080p),LoveThePlanet.es,ES Documentary,YES,playing,0.5,amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk-apopw.amagi.tv,https://amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk-apopw.amagi.tv/playlist/amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk/playlist.m3u8
Lucky Dog (720p),LuckyDog.us,US Documentary,YES,playing,0.4,d3j95sejv6mybj.cloudfront.net,https://d3j95sejv6mybj.cloudfront.net/Lucky_Dog.m3u8
MagellanTV Now (1080p),MagellanTVNow.us,US Documentary,YES,playing,0.4,amg00376-magellan-amg00376c5-samsung-au-1708.playouts.now.amagi.tv,https://amg00376-magellan-amg00376c5-samsung-au-1708.playouts.now.amagi.tv/playlist/amg00376-magellantv-magellantvnowww-samsungau/playlist.m3u8
MagellanTV Now (1080p),MagellanTVNow.us,US Documentary,YES,playing,0.3,amg00376-magellan-amg00376c5-samsung-nz-1714.playouts.now.amagi.tv,https://amg00376-magellan-amg00376c5-samsung-nz-1714.playouts.now.amagi.tv/playlist/amg00376-magellantv-magellantvnowww-samsungnz/playlist.m3u8
MagellanTV TV Now (1080p),MagellanTVNow.us,US Documentary,YES,playing,0.4,pb-5evqkeieu3o6d.akamaized.net,https://pb-5evqkeieu3o6d.akamaized.net/Magellan_TV_Now.m3u8
MediBizTV (720p),MediBizTV.in,IN Documentary,YES,playing,2.7,43wrzjnpqoxe-hls-live.wmncdn.net,https://43wrzjnpqoxe-hls-live.wmncdn.net/marinebiztvlive/marinebiztvlive/playlist.m3u8
MWD Documentary,MWDDocumentary.mm,MM Documentary,YES,playing,1.4,203.81.84.130,http://203.81.84.130/hls/mwd_document/index.m3u8
N24 Doku,N24Doku.de,DE Documentary,YES,playing,0.8,jmp2.uk,https://jmp2.uk/plu-60080e8a4bf36000076a81b1.m3u8
Nano (576p),Nano.ru,RU Documentary,YES,playing,0.9,stream.mcquack.net,http://stream.mcquack.net/419/index.m3u8
Nano HD (1080p),Nano.ru@HD,RU Documentary,YES,playing,0.9,185.23.80.23:8080,http://185.23.80.23:8080/NANO_HD/index.m3u8
National Geographic,NationalGeographic.cz,CZ Documentary,YES,playing,0.6,88.212.15.19,http://88.212.15.19/live/test_ngc/playlist.m3u8
National Geographic,NationalGeographic.hu,HU Documentary,YES,playing,0.6,88.212.15.19,http://88.212.15.19/live/ngc_hun/index.m3u8
National Geographic (1080p),NationalGeographic.hr,HR Documentary,YES,playing,0.8,176.61.157.250,http://176.61.157.250/NationalGeographic/index.m3u8
National Geographic (1080p),NationalGeographic.mx,MX Documentary,YES,playing,0.6,138.121.15.230:9002,http://138.121.15.230:9002/NAT-GEO/index.m3u8
National Geographic (576p),NationalGeographic.in,IN Documentary,YES,stream data,1.2,main.light-ott.net:80,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:17:28:41&stream=373017&extension=ts&play_token=zCaGy5dtla
National Geographic (576p),NationalGeographic.us,US Documentary,YES,playing,2.9,tvsen3.aynaott.com,https://tvsen3.aynaott.com/7mm4pwCy/index.m3u8
National Geographic (720p),NationalGeographic.us,US Documentary,YES,playing,0.8,212.5.144.156:8080,http://212.5.144.156:8080/natgeo/index.m3u8
National Geographic HD (1080p),NationalGeographic.nl@HD,NL Documentary,YES,playing,1.1,46.32.176.50,http://46.32.176.50/NationalGeographicHD/index.m3u8
National Geographic HD East (720p),NationalGeographic.us@HDEast,US Documentary,YES,playing,0.2,198.58.104.90:8989,http://198.58.104.90:8989/natgeo/index.m3u8
National Geographic Latin America (1080p),NationalGeographicLatinAmerica.us,US Documentary,YES,playing,0.0,15.204.246.24:8080,http://15.204.246.24:8080/NatGeoHD/index.m3u8
