channel,tvg_id,group,working,reason,seconds,host,url
ATG Live (720p),ATGLive.se,SE Sports,YES,playing,1.6,kanal75xto-llhls.akamaized.net,https://kanal75xto-llhls.akamaized.net/live/Data/atg-kanal-15-02a-rr/HLS-Legacy-HL/atg-kanal-15-02a-rr.m3u8
Azteca Deportes Network (1080p),AztecaDeportesNetwork.mx,MX Sports,YES,playing,0.8,209.14.115.253:8081,http://209.14.115.253:8081/azteca-deportes/index.m3u8
Azteca Deportes Network (1080p),AztecaDeportesNetwork.mx,MX Sports,YES,playing,0.9,181.119.66.28:8081,http://181.119.66.28:8081/AZTECA-DEPORTES-HD/index.m3u8
Bahrain Sports 1 (720p) [Not 24/7],BahrainSports1.bh,BH Sports,YES,playing,2.8,5c7b683162943.streamlock.net,https://5c7b683162943.streamlock.net/live/ngrp:sportsone_all/playlist.m3u8
Bahrain Sports 2 (720p) [Not 24/7],BahrainSports2.bh,BH Sports,YES,playing,2.9,5c7b683162943.streamlock.net,https://5c7b683162943.streamlock.net/live/ngrp:bahrainsportstwo_all/playlist.m3u8
Band Sports (720p),BandSports.br,BR Sports,YES,playing,1.2,45.190.28.50,http://45.190.28.50/BAND_SPORTS_HD/index.m3u8
beIN SPORTS XTRA (1080p),beINSPORTSXTRA.us,US Sports,YES,playing,0.1,bein-xtra-bein.amagi.tv,https://bein-xtra-bein.amagi.tv/playlist.m3u8
beIN SPORTS XTRA (1080p),beINSPORTSXTRA.us,US Sports,YES,playing,0.4,d9ssxzmclhfo4.cloudfront.net,https://d9ssxzmclhfo4.cloudfront.net/bein_sports.m3u8
BeIN Sports XTRA (1080p),beINSPORTSXTRA.us,US Sports,YES,playing,0.8,bein-beinxtrasports-firetv.amagi.tv,https://bein-beinxtrasports-firetv.amagi.tv/playlist.m3u8
beIN Sports XTRA en Espanol (1080p),beINSPORTSXTRAenEspanol.us,US Sports,YES,playing,0.3,dc1644a9jazgj.cloudfront.net,https://dc1644a9jazgj.cloudfront.net/beIN_Sports_Xtra_Espanol.m3u8
BeIN Sports XTRA en Espanol (1080p),beINSPORTSXTRAenEspanol.us,US Sports,YES,playing,0.2,bein-esp-xumo.amagi.tv,https://bein-esp-xumo.amagi.tv/playlist.m3u8
BeIN SPORTS XTRA En Espanol (720p),beINSPORTSXTRAenEspanol.us,US Sports,YES,playing,0.6,aegis-cloudfront-1.tubi.video,https://aegis-cloudfront-1.tubi.video/01f6c149-449b-4248-8bda-2278799205ec/playlist.m3u8
BEK TV Sports West (720p),BEKSports.us@West,US Sports,YES,playing,0.8,cdn3.wowza.com,https://cdn3.wowza.com/5/ZWQ1K2NYTmpFbGsr/BEK-WOWZA-1/smil:BEKPRIMEW.smil/playlist.m3u8
Belarus-5 HD (1080p),Belarus5.by@HD,BY Sports,YES,playing,1.6,stream.mcquack.net,http://stream.mcquack.net/33/index.m3u8
Boks TV (576p),BoksTV.ru,RU Sports,YES,playing,1.4,stream.mcquack.net,http://stream.mcquack.net/154/index.m3u8
Canal Showsport (720p),CanalShowsport.ar,AR Sports,YES,playing,0.5,livestream.lumpentv.com.ar,https://livestream.lumpentv.com.ar/hls/lumpen.m3u8
CCTV-5+,CCTV5Plus.cn,CN Sports,YES,playing,1.6,myip.pdtvhd.com,https://myip.pdtvhd.com/Sports/streams/CCTV5pul.m3u8
CDN Deportes (720p) [Not 24/7],CDNDeportes.do,DO Sports,YES,playing,0.5,hls.tvabierta.net,https://hls.tvabierta.net/hls/036.m3u8
Cricket Gold (1080p),CricketGold.au,AU Sports,YES,playing,0.2,d382r3rgbxdixq.cloudfront.net,https://d382r3rgbxdixq.cloudfront.net/scheduler/scheduleMaster/418.m3u8
Cricket Gold (1080p),CricketGold.au,AU Sports,YES,playing,0.4,streams2.sofast.tv,https://streams2.sofast.tv/scheduler/scheduleMaster/418.m3u8
Cricket Gold (1080p),CricketGold.au,AU Sports,YES,playing,0.7,streams2.sofast.tv,https://streams2.sofast.tv/ptnr-yupptv/title-cricketgold/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/b2048bb8-1686-4432-aa50-647245383e0c/manifest.m3u8
CRTV (720p),CRTV.cl,CL Sports,YES,playing,1.4,stmv2.voxtvhd.com.br,https://stmv2.voxtvhd.com.br/crtvchile/crtvchile/playlist.m3u8
DD Sports (720p),DDSports.in@SD,IN Sports,YES,playing,2.2,cdn-6.pishow.tv,https://cdn-6.pishow.tv/live/13/master.m3u8
DD Sports SD (1080p),DDSports.in@SD,IN Sports,YES,playing,0.7,d3qs3d2rkhfqrt.cloudfront.net,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/b17adfe543354fdd8d189b110617cddd/index.m3u8
Deportes TVC,DeportesTVC.hn,HN Sports,YES,playing,6.8,streaming.onnethn.com,https://streaming.onnethn.com/DEPORTES_TVC/playlist.m3u8
DiviSport (1080p),DiviSport.ua,UA Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/457/index.m3u8
Dong Nai TV 2 (720p),DongNaiTV2.vn,VN Sports,YES,playing,2.9,vtvgolive-ott3.vtvdigital.vn,https://vtvgolive-ott3.vtvdigital.vn/live/dongnai2tv/chunklist_2.m3u8
DraftKings Network (1080p),DraftKingsNetwork.us,US Sports,YES,playing,0.3,d2obyvq5go60aw.cloudfront.net,https://d2obyvq5go60aw.cloudfront.net/DraftKings_Network.m3u8
DraftKings Network (1080p),DraftKingsNetwork.us,US Sports,YES,playing,0.3,na.linear.zype.com,https://na.linear.zype.com/e0bd0e23-a958-4e43-8164-4f2fef8876a8/fd3614bd-90bf-4530-a277-65ae3a1720c8-zype/live.m3u8
Dynamo Kyiv TV (1080p),DynamoKyivTV.ua,UA Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/396/index.m3u8
El-Heddaf TV (1080p),ElHeddafTV.dz,DZ Sports,YES,playing,2.1,live.elheddaftv.com:8081,https://live.elheddaftv.com:8081/elheddaftv/index.m3u8
Equalympic (1080p),Equalympic.ua,UA Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/485/index.m3u8
Equidia (1080p),Equidia.fr,FR Sports,YES,playing,2.1,raw.githubusercontent.com,https://raw.githubusercontent.com/Paradise-91/ParaTV/main/streams/equidia/live2.m3u8
ESPN (1080p),ESPN.br,BR Sports,YES,playing,1.0,181.78.197.59:8000,http://181.78.197.59:8000/play/a07z/index.m3u8
ESPN (720p),ESPN.br,BR Sports,YES,playing,0.6,190.83.2.182:8090,http://190.83.2.182:8090/ESPN/index.m3u8
ESPN 3 (1080p),ESPN3.br,BR Sports,YES,playing,0.6,190.83.2.182:8090,http://190.83.2.182:8090/ESPN3/index.m3u8
ESPN 3 (720p),ESPN3.br,BR Sports,YES,playing,0.9,181.78.197.59:8000,http://181.78.197.59:8000/play/a081/index.m3u8
ESPN 4 (1080p),ESPN4.br,BR Sports,YES,playing,1.0,181.78.197.59:8000,http://181.78.197.59:8000/play/a07n/index.m3u8
ESPN Deportes HD (720p),ESPNDeportes.us@HD,US Sports,YES,playing,0.6,168.228.44.241:9998,http://168.228.44.241:9998/play/a0dz/index.m3u8
ESPN8 The Ocho (1080p),ESPN8TheOcho.us,US Sports,YES,playing,0.4,d3b6q2ou5kp8ke.cloudfront.net,https://d3b6q2ou5kp8ke.cloudfront.net/ESPNTheOcho.m3u8
ESPNews (720p),ESPNews.us,US Sports,YES,playing,1.8,41.205.93.154,http://41.205.93.154/ESPNNEWS/index.m3u8
ESPNU (720p),ESPNU.us,US Sports,YES,playing,0.6,23.237.104.106:8080,http://23.237.104.106:8080/USA_ESPNU/index.m3u8
ESPNU HD (720p),ESPNU.us@HD,US Sports,YES,playing,1.1,85.237.89.160:9590,http://85.237.89.160:9590/usa-s/ESPN-U-HD/index.m3u8
Eurosport 4K Czechia,Eurosport4KCzechia.cz,CZ Sports,YES,playing,0.9,88.212.15.19,http://88.212.15.19/live/esp_4k_atk/playlist.m3u8
Fast&FunBox,FastFunBox.nl,NL Sports,YES,playing,1.3,dash3.antik.sk,https://dash3.antik.sk/live/test_fast_and_funbox_medium_atk/playlist.m3u8
FIFA+ (720p),FIFAPlus.uk@UnitedStates,UK Sports,YES,playing,0.9,d2w9q46ikgrcwx.cloudfront.net,https://d2w9q46ikgrcwx.cloudfront.net/v1/sysdata_s_p_a_fifa_7/samsungheadend_us/latest/main/hls/playlist.m3u8
FIFA+ United States (720p),FIFAPlus.uk@UnitedStates,UK Sports,YES,playing,0.7,d2w9q46ikgrcwx.cloudfront.net,https://d2w9q46ikgrcwx.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-of5cbk3sav3w5/v1/sysdata_s_p_a_fifa_7/samsungheadend_us/latest/main/hls/playlist.m3u8
FIFA+ Women (720p),FIFAPlusWomen.uk,UK Sports,YES,playing,0.7,cffda8ff.wurl.com,https://cffda8ff.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9GSUZBUGx1c3dvbWVuX0hMUw/playlist.m3u8
Fight Network (1080p),FightNetwork.ca,CA Sports,YES,playing,0.5,amg00966-amg00966c10-amgplt0081.playout.now3.amagi.tv,https://amg00966-amg00966c10-amgplt0081.playout.now3.amagi.tv/playlist/amg00966-amg00966c10-amgplt0081/playlist.m3u8
FightBox,FightBox.nl,NL Sports,YES,playing,4.2,webtvstream.bhtelecom.ba,https://webtvstream.bhtelecom.ba/fightbox.m3u8
FightBox HD,FightBox.nl@HD,NL Sports,YES,playing,1.7,nosignal1.antenaplay.ro,https://nosignal1.antenaplay.ro/hls/fightbox-hd/index.m3u8
FITE 24/7 (1080p),FITE247.us,US Sports,YES,playing,0.1,d3d85c7qkywguj.cloudfront.net,https://d3d85c7qkywguj.cloudfront.net/scheduler/scheduleMaster/263.m3u8
FITE 24/7 (720p),FITE247.us,US Sports,YES,playing,0.2,a-cdn.klowdtv.com,https://a-cdn.klowdtv.com/live2/fite247_720p/playlist.m3u8
FloHockey 24/7 (1080p),FloHockey.us,US Sports,YES,playing,0.5,amg02278-amg02278c2-flosports-worldwide-9916.playouts.now.amagi.tv,https://amg02278-amg02278c2-flosports-worldwide-9916.playouts.now.amagi.tv/playlist.m3u8
FloRacing 24/7 (1080p),FloRacing.us,US Sports,YES,playing,0.3,amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv,https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
Football (576p),Football.ru,RU Sports,YES,playing,1.3,hls127.freeott.top:8080,http://hls127.freeott.top:8080/Football/video.m3u8
Fox Deportes (720p),FoxDeportes.us,US Sports,YES,playing,0.6,23.237.104.106:8080,http://23.237.104.106:8080/USA_FOX_DEPORTES/index.m3u8
Fox Sports 1 (720p),FoxSports1.us,US Sports,YES,playing,0.5,190.11.225.124:5000,http://190.11.225.124:5000/live/fs1_hd/playlist.m3u8
Fox Sports 1 (720p),FoxSports1.us,US Sports,YES,playing,1.1,85.237.89.160:9590,http://85.237.89.160:9590/usa-s/FOX-SPORTS-1/index.m3u8
Fox Sports 1 (720p),FoxSports1.us,US Sports,YES,playing,2.4,tvsen7.aynascope.net,https://tvsen7.aynascope.net/foxsports1/index.m3u8
Fox Sports 2 (720p),FoxSports2.us,US Sports,YES,playing,2.5,tvsen7.aynascope.net,https://tvsen7.aynascope.net/foxsports2/index.m3u8
Fox Sports en Espanol (720p),FoxDeportes.us,US Sports,YES,playing,0.3,live-manifest.production-public.tubi.io,https://live-manifest.production-public.tubi.io/live/d906efca-1302-4e29-b0d9-9a1d7a305d69/playlist.m3u8
FTF Sports (720p),FTFSports.us,US Sports,YES,playing,0.1,a-cdn.klowdtv.com,https://a-cdn.klowdtv.com/live2/ftf_720p/playlist.m3u8
FTF Sports (720p),FTFSports.us,US Sports,YES,playing,0.8,1593604785.rsc.cdn77.org,https://1593604785.rsc.cdn77.org/FTF/FTF_SCTE.m3u8
FTF Sports (720p),FTFSports.us,US Sports,YES,playing,0.8,1657061170.rsc.cdn77.org,https://1657061170.rsc.cdn77.org/HLS/FTF-LINEAR.m3u8
FTV (720p),FTV.bo,BO Sports,YES,playing,2.0,master.tucableip.com,https://master.tucableip.com/ftvhd/index.m3u8
fubo Sports Network (1080p),FuboSportsNetwork.us,US Sports,YES,playing,0.3,dnf08l6u6uxnz.cloudfront.net,https://dnf08l6u6uxnz.cloudfront.net/master.m3u8
Fubo Sports Network (720p),FuboSportsNetwork.us,US Sports,YES,playing,0.1,aegis-cloudfront-1.tubi.video,https://aegis-cloudfront-1.tubi.video/c2ac89da-5c69-439e-b85d-d87de0548b54/5.m3u8
Fuel TV (1080p),FUELTV.pt@AU,PT Sports,YES,playing,0.7,amg01074-fueltv-fueltvau-samsungau-g09kq.amagi.tv,https://amg01074-fueltv-fueltvau-samsungau-g09kq.amagi.tv/playlist/amg01074-fueltv-fueltvau-samsungau/playlist.m3u8
FUEL TV (1080p),FUELTV.pt,PT Sports,YES,playing,0.6,amg01074-fueltv-fueltvemeaen-rakuten-b6j62.amagi.tv,https://amg01074-fueltv-fueltvemeaen-rakuten-b6j62.amagi.tv/hls/amagi_hls_data_rakutenAA-fueltvemeaen/CDN/master.m3u8
Fuel TV (1080p),FUELTV.pt@AU,PT Sports,YES,playing,1.2,amg01074-fueltv-fueltvnz-samsungnz-i8ani.amagi.tv,https://amg01074-fueltv-fueltvnz-samsungnz-i8ani.amagi.tv/playlist/amg01074-fueltv-fueltvnz-samsungnz/playlist.m3u8
Futbol TV (1080p),FutbolTV.uz,UZ Sports,YES,playing,4.3,stream3.cinerama.uz,http://stream3.cinerama.uz/1010/tracks-v1a1/mono.m3u8
FUTV,FUTV.cr,CR Sports,YES,playing,0.6,190.61.90.17:40000,http://190.61.90.17:40000/play/a03v/index.m3u8
ge Fast (1080p),geFast.br,BR Sports,YES,playing,0.4,dfr80qz435crc.cloudfront.net,https://dfr80qz435crc.cloudfront.net/EFGH/Amagi/Globo/GE_Fast_BR/GE_Fast.m3u8
ge Fast (1080p),geFast.br,BR Sports,YES,playing,0.5,amg00716-globo-amg00716c1-tcl-br-9495.playouts.now.amagi.tv,https://amg00716-globo-amg00716c1-tcl-br-9495.playouts.now.amagi.tv/playlist.m3u8
GLORY Kickboxing (720p),GloryKickboxing.us@Poland,US Sports,YES,playing,0.8,6f972d29.wurl.com,https://6f972d29.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0dsb3J5S2lja2JveGluZ19ITFM/playlist.m3u8
Go3 Sport 1 (1080p),Go3Sport1.ee,EE Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/416/index.m3u8
Golf Channel,GolfChannel.cz,CZ Sports,YES,playing,1.3,dash4.antik.sk,https://dash4.antik.sk/live/test_golf_channel/playlist.m3u8
Golf Channel Latin America (1080p),GolfChannelLatinAmerica.us,US Sports,YES,playing,0.5,15.204.246.24:8080,http://15.204.246.24:8080/GolfChannelHD/index.m3u8
GolTV Latin America (720p),GolTVLatinAmerica.us,US Sports,YES,playing,0.9,177.234.249.178:8888,http://177.234.249.178:8888/GOLTV/index.m3u8
Hard Knocks (1080p) [Not 24/7],HardKnocks.ca,CA Sports,YES,playing,0.2,d3uyzhwvmemdyf.cloudfront.net,https://d3uyzhwvmemdyf.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/HardKnocks-PLEX/121.m3u8
Horse TV (720p),HorseTV.it,IT Sports,YES,playing,0.3,a-cdn.klowdtv.com,https://a-cdn.klowdtv.com/live2/horsetv_720p/playlist.m3u8
Horse TV (720p),HorseTV.it,IT Sports,YES,playing,1.8,streams2.sofast.tv,https://streams2.sofast.tv/vglive-sk-469239/index.m3u8
HTSpor TV (1080p),HTSporTV.tr,TR Sports,YES,playing,2.5,ciner.daioncdn.net,https://ciner.daioncdn.net/ht-spor/ht-spor.m3u8?app=web
Inter TV (1080p),InterTV.it,IT Sports,YES,playing,1.9,d3k8wzt41aflvx.cloudfront.net,https://d3k8wzt41aflvx.cloudfront.net/INTERTV/Live.m3u8
INTROUBLE (1080p),InTrouble.nl,NL Sports,YES,playing,1.2,amg00861-amg00861c6-stirr-us-8229.playouts.now.amagi.tv,https://amg00861-amg00861c6-stirr-us-8229.playouts.now.amagi.tv/playlist.m3u8
ITV Deportes (720p),ITVDeportes.mx,MX Sports,YES,playing,0.1,thm-it-roku.otteravision.com,https://thm-it-roku.otteravision.com/thm/it/it.m3u8
Jordan Sport (1080p),JordanSport.jo,JO Sports,YES,playing,1.4,93.184.10.248,http://93.184.10.248/JordanSport/index.m3u8
KHL (576p),KHL.ru,RU Sports,YES,playing,1.4,stream.mcquack.net,http://stream.mcquack.net/166/index.m3u8
KHL Prime (1080p),KHLPrime.ru,RU Sports,YES,playing,1.4,stream.mcquack.net,http://stream.mcquack.net/178/index.m3u8
Kozoom TV (1080p),KozoomTV.fr,FR Sports,YES,playing,1.1,streams2.sofast.tv,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/fdd6f243-f971-4a1a-9510-97ac01d6b37f/manifest.m3u8
KTV Sport (1080p),KTVSport.kw,KW Sports,YES,playing,1.6,kwtspta.cdn.mangomolo.com,https://kwtspta.cdn.mangomolo.com/sp/smil:sp.stream.smil/chunklist.m3u8
KTV Sport Plus (1080p),KTVSportPlus.kw,KW Sports,YES,playing,2.4,kwtsplta.cdn.mangomolo.com,https://kwtsplta.cdn.mangomolo.com/spl/smil:spl.stream.smil/chunklist.m3u8
L1 Max (1080p),L1Max.pe,PE Sports,YES,playing,1.0,190.93.224.42,http://190.93.224.42/LIGA-1-MAX/index.m3u8
Lacrosse TV (720p),LacrosseTV.us,US Sports,YES,playing,0.1,a-cdn.klowdtv.com,https://a-cdn.klowdtv.com/live2/lsn_720p/playlist.m3u8
LRT Plius (1080p),LRTPlius.lt,LT Sports,YES,playing,1.4,stream.mcquack.net,http://stream.mcquack.net/353/index.m3u8
M Sports (1080p),MSports.pk,PK Sports,YES,playing,2.8,cdn.rabta.stream,https://cdn.rabta.stream/M-Sports/index.m3u8
M4 Sport (1080p),M4Sport.hu,HU Sports,YES,playing,0.9,88.212.15.19,http://88.212.15.19/live/uatlmvixrr/index.m3u8
MadeinBO TV (1080p),MadeinBOTV.it,IT Sports,YES,playing,1.7,srvx1.selftv.video,https://srvx1.selftv.video/dmchannel/live/playlist.m3u8
Maincast Cybersport (1080p),MaincastCybersport.ua,UA Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/487/index.m3u8
Maincast Sport (1080p),MaincastSport.ua,UA Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/490/index.m3u8
Match! Arena (576p),MatchArena.ru,RU Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/163/index.m3u8
Match! Boets (576p),MatchBoets.ru,RU Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/112/index.m3u8
Match! Igra (576p),MatchIgra.ru,RU Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/188/index.m3u8
Match! Strana (576p),MatchStrana.ru,RU Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/143/index.m3u8
Match! Ultra (720p),MatchUltra.ru,RU Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/169/index.m3u8
Meridiano TV (576p),MeridianoTV.ve,VE Sports,YES,playing,1.0,181.78.8.199:8000,http://181.78.8.199:8000/play/a0fr/index.m3u8
MLB (720p) [Not 24/7],MLB.us,US Sports,YES,playing,0.4,aegis-cloudfront-1.tubi.video,https://aegis-cloudfront-1.tubi.video/36ef2f9d-7100-4c4d-b41a-dbf41ab7e461/playlist.m3u8
MLB Strike Zone (720p),MLBStrikeZone.us,US Sports,YES,playing,0.6,23.237.104.106:8080,http://23.237.104.106:8080/USA_MLB_STRIKE_ZONE/index.m3u8
MMA TV.com (1080p),MMATVcom.ru,RU Sports,YES,playing,1.2,streams2.sofast.tv,https://streams2.sofast.tv/vglive-sk-462904/playlist.m3u8
MMA-TV.com,MMATVcom.ru,RU Sports,YES,playing,2.3,stream8.cinerama.uz,https://stream8.cinerama.uz/1226/tracks-v1a1/mono.m3u8
MNB Sport (1080p),MNBSport.mn,MN Sports,YES,playing,2.5,live.mnb.mn,https://live.mnb.mn/hls/mnb_sport.stream.m3u8
MNB Sport (720p),MNBSport.mn,MN Sports,YES,playing,3.1,cdn4.skygo.mn,https://cdn4.skygo.mn/live/disk1/MNBSport/HLSv3-FTA/MNBSport.m3u8
Monterrico TV,MonterricoTV.pe,PE Sports,YES,playing,1.1,h.jcp.live.opencaster.com,https://h.jcp.live.opencaster.com/play_src/index.m3u8
More Than Sports TV (1080p),MoreThanSportsTV.de,DE Sports,YES,playing,3.7,mts1.iptv-playoutcenter.de,https://mts1.iptv-playoutcenter.de/mts/mts-web/playlist.m3u8
MSG (720p),MSG.us,US Sports,YES,playing,0.6,23.237.104.106:8080,http://23.237.104.106:8080/USA_MSG/index.m3u8
N Sports (1080p),NSports.br,BR Sports,YES,playing,0.1,ogc-nsprt-tcl-roku-syndication.otteravision.com,https://ogc-nsprt-tcl-roku-syndication.otteravision.com/ogc/nsprt/nsprt.m3u8
Nautical Channel (720p),NauticalChannel.it,IT Sports,YES,playing,0.1,a-cdn.klowdtv.com,https://a-cdn.klowdtv.com/live2/nautical_720p/playlist.m3u8
Nautical Channel (720p),NauticalChannel.it,IT Sports,YES,playing,1.3,streams2.sofast.tv,https://streams2.sofast.tv/vglive-sk-231198/index.m3u8
NBA TV (1080p),NBATV.us,US Sports,YES,playing,1.0,cdn1.ayitistream.com,https://cdn1.ayitistream.com/NBATV/index.m3u8
NBA TV (720p),NBATV.us,US Sports,YES,playing,0.7,23.237.104.106:8080,http://23.237.104.106:8080/USA_NBA/index.m3u8
NBC Sports (1080p),NBCSportsNOW.us,US Sports,YES,playing,0.3,xumo-xumoent-vc-122-sjv70.fast.nbcuni.com,https://xumo-xumoent-vc-122-sjv70.fast.nbcuni.com/live/master.m3u8
NBC Sports NOW (1080p),NBCSportsNOW.us,US Sports,YES,playing,0.3,d4whmvwm0rdvi.cloudfront.net,https://d4whmvwm0rdvi.cloudfront.net/10007/99993008/hls/master.m3u8?ads.xumo_channelId=99993008
NBC Sports NOW (1080p),NBCSportsNOW.us,US Sports,YES,playing,0.3,d1m1xk35ma8qfl.cloudfront.net,https://d1m1xk35ma8qfl.cloudfront.net/master.m3u8
NFL Network (720p),NFLNetwork.us,US Sports,YES,playing,0.7,23.237.104.106:8080,http://23.237.104.106:8080/USA_NFL_NETWORK/index.m3u8
NHL Network (1080p),NHLNetwork.us,US Sports,YES,playing,0.4,nhl-firetv.amagi.tv,https://nhl-firetv.amagi.tv/playlist.m3u8
NHL Network (1080p),NHLNetwork.us,US Sports,YES,playing,0.5,aegis-cloudfront-1.tubi.video,https://aegis-cloudfront-1.tubi.video/1f4cbb33-cb23-40ab-b54b-2965cc551b32/playlist.m3u8
NHRA TV (1080p),NHRATV.us,US Sports,YES,playing,0.4,d265y4sk8257lt.cloudfront.net,https://d265y4sk8257lt.cloudfront.net/nh.m3u8
NHRA TV (720p),NHRATV.us,US Sports,YES,playing,0.3,aegis-cloudfront-1.tubi.video,https://aegis-cloudfront-1.tubi.video/b8c5eb48-349b-454f-9625-63911ee923f5/playlist.m3u8
Okko Futbol (1080p),OkkoFutbol.ru,RU Sports,YES,playing,1.4,stream.mcquack.net,http://stream.mcquack.net/491/index.m3u8
Okko Futbol (576p),OkkoFutbol.ru,RU Sports,YES,playing,1.4,178.124.179.122:8080,http://178.124.179.122:8080/Setanta1/index.m3u8
Okko Prajm Sport (1080p),OkkoPrajmSport.ru,RU Sports,YES,playing,1.4,stream.mcquack.net,http://stream.mcquack.net/493/index.m3u8
Okko Sport (1080p),OkkoSport.ru,RU Sports,YES,playing,1.3,stream.mcquack.net,http://stream.mcquack.net/492/index.m3u8
Ovacion TV (720p) [Not 24/7],OvacionTV.pe,PE Sports,YES,playing,0.7,cdn2.ujjina.com:1935,http://cdn2.ujjina.com:1935/iptvovacion1/liveovacion1tv/playlist.m3u8
Overtime (1080p),Overtime.us,US Sports,YES,playing,0.5,d1a8aq6t30gkqj.cloudfront.net,https://d1a8aq6t30gkqj.cloudfront.net/v1/amc_overtime_1/samsungheadend_us/latest/main/hls/playlist_hd.m3u8
Persiana Fight,PersianaFight.fr,FR Sports,YES,playing,1.1,fighthls.persiana.live,https://fighthls.persiana.live/hls/stream.m3u8
PFL MMA (720p),PFLMMA.us,US Sports,YES,playing,0.9,a883593c.wurl.com,https://a883593c.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X1BGTE1NQV9ITFM/playlist.m3u8
PGA Tour (1080p),PGATour.us,US Sports,YES,playing,0.4,d11k1mnrgfposz.cloudfront.net,https://d11k1mnrgfposz.cloudfront.net/playlist.m3u8
PK Sports (720p),PKSports.pk,PK Sports,YES,playing,0.7,lbgo.bozztv.com,https://lbgo.bozztv.com/ssh101/ssh101/pksportshd/playlist.m3u8
Polsat Sport Premium 1 (1080p) [Not 24/7],PolsatSportPremium1.pl,PL Sports,YES,playing,1.3,88b9da48.kazmazpaz.ru,http://88b9da48.kazmazpaz.ru/iptv/XVU58NBPX2LUMP/7304/index.m3u8
Polsat Sport Premium 2 (1080p) [Not 24/7],PolsatSportPremium2.pl,PL Sports,YES,playing,0.9,88b9da48.kazmazpaz.ru,http://88b9da48.kazmazpaz.ru/iptv/XVU58NBPX2LUMP/7305/index.m3u8
