channel,tvg_id,group,working,reason,seconds,host,url
Big TV 24x7 (576i),BigTV24x7.in,IN News,YES,playing,0.5,d2gvyg6lvauoko.cloudfront.net,https://d2gvyg6lvauoko.cloudfront.net/230226/bigtvmalyalam/chunks.m3u8
BRK News (576p),BRKNews.in,IN News,YES,playing,2.5,cdn-1.pishow.tv,https://cdn-1.pishow.tv/live/1037/master.m3u8
BRK News (720p),BRKNews.in,IN News,YES,playing,3.1,mumbai-edge.smartplaytv.in,https://mumbai-edge.smartplaytv.in/BRKNEWS/index.m3u8
BT TV (720p),BTTV.in,IN News,YES,playing,2.7,feeds.intoday.in,https://feeds.intoday.in/bttv/itgd.m3u8
Chardikla Gurbaani TV (1080p),ChardiklaGurbaaniTV.in,IN News,YES,playing,0.6,chardikalatimestv.gigabitcdn.net,https://chardikalatimestv.gigabitcdn.net/in-chardikala/chardikala-gurbani-tv/playlist.m3u8
Chardikla Time TV (1080p),ChardiklaTimeTV.in,IN News,YES,playing,0.6,chardikalagurbanitv.gigabitcdn.net,https://chardikalagurbanitv.gigabitcdn.net/in-chardikala/chardikala-timetv/playlist.m3u8
Chardikla Time TV (576p),ChardiklaTimeTV.in,IN News,YES,playing,2.8,streams.tangotv.in,https://streams.tangotv.in/CHARDIKALATIMETV/ORIGIN/index.m3u8
Chardikla Time TV (576p),ChardiklaTimeTV.in,IN News,YES,playing,2.9,streams.tangotv.in,https://streams.tangotv.in/PTCSIMRAN/ORIGIN/index.m3u8
Chardikla Time TV North America (1080p),ChardiklaTimeTVNorthAmerica.in,IN News,YES,playing,0.6,chardikalanorthamerica.gigabitcdn.net,https://chardikalanorthamerica.gigabitcdn.net/in-chardikala/chardikala-north-usa/playlist.m3u8
Cnews Bharat (720p),CnewsBharat.in,IN News,YES,playing,2.9,legitpro.co.in,https://legitpro.co.in/cnews/cnews/index.fmp4.m3u8
CTVN AKD Plus (1080p),CTVNAKDPlus.in,IN News,YES,playing,3.1,live.legitpro.co.in,https://live.legitpro.co.in/ctvnakdplus/index.m3u8
CVR English (576p),CVREnglish.in,IN News,YES,playing,2.1,yuppnimrestreammum.akamaized.net,https://yuppnimrestreammum.akamaized.net/181224/smil:cvrnewseng.smil/playlist.m3u8?hdnts=st=1735898689~exp=1835898688~acl=*~hmac=f5fe24724fe05481e3841f9eb5ab8efdee0a3dd83645ae9dcf45703f525bab7b
CVR English (720p),CVREnglish.in,IN News,YES,playing,2.3,cdn-2.pishow.tv,https://cdn-2.pishow.tv/live/425/master.m3u8
Daily Post TV (1080p),DailyPostTV.in,IN News,YES,playing,4.2,vglivessai.akamaized.net,https://vglivessai.akamaized.net/sg/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/103b8dd3-a888-4d1d-89a5-8a4bc25e48c1/index.m3u8
DD Mizoram (504p),DDMizoram.in,IN News,YES,playing,2.3,d2lk5u59tns74c.cloudfront.net,https://d2lk5u59tns74c.cloudfront.net/out/v1/eea48c6b61074052a2fa8532ff795ff1/index.m3u8
DD News,DDNews.in,IN News,YES,playing,2.4,cdn-2.pishow.tv,https://cdn-2.pishow.tv/live/12/master.m3u8
DD News (576p),DDNews.in,IN News,YES,playing,2.8,streams.tangotv.in,https://streams.tangotv.in/DDNEWS/ORIGIN/index.m3u8
DD News HD (1080p),DDNews.in@HD,IN News,YES,playing,0.9,d3qs3d2rkhfqrt.cloudfront.net,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/0811cd8c37ca4c409d5385a6cd2fa18b/index.m3u8
Dunya News (INT Feed) (720p) [Not 24/7],DunyaNews.pk,PK News,YES,playing,2.0,imob.dunyanews.tv,https://imob.dunyanews.tv/livehd/ngrp:dunyalivehd_2_all/playlist.m3u8
Dunya News (INT Feed) (720p) [Not 24/7],DunyaNews.pk,PK News,YES,playing,2.3,intl.dunyanews.tv,https://intl.dunyanews.tv/livehd/ngrp:dunyalivehd_2_all/playlist.m3u8
Ekamra Bharat Odia (400p),EkamraBharatOdia.in,IN News,YES,playing,5.3,live.ekamraott.com,https://live.ekamraott.com/bharat/bharat/index.m3u8
ETV Andhra Pradesh (1080p),ETVAndhraPradesh.in,IN News,YES,playing,2.0,d1g35elx8qnif3.cloudfront.net,https://d1g35elx8qnif3.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_AP_H264_cloud_in/index.m3u8
ETV News (1080p),ETVNews.in,IN News,YES,playing,2.8,cc-3448kp65yhc5w.akamaized.net,https://cc-3448kp65yhc5w.akamaized.net/WWBI/Amagi/ETV_News_IN/playlist.m3u8
ETV Telangana (1080p),ETVTelangana.in,IN News,YES,playing,2.2,d37d7pfp7vjqhh.cloudfront.net,https://d37d7pfp7vjqhh.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_TS_H264_cloud_in/index.m3u8
First India News (360p) [Not 24/7],FirstIndiaNews.in,IN News,YES,playing,2.6,xlbor37ydvaj-hls-live.wmncdn.net,https://xlbor37ydvaj-hls-live.wmncdn.net/firstindianewstv1/live.stream/index.m3u8
First India News (576p),FirstIndiaNews.in,IN News,YES,playing,2.9,mumt03.tangotv.in,https://mumt03.tangotv.in/Dsly5z3H1STINDIANEWS/index.m3u8
Global Punjab (1080p),GlobalPunjab.in,IN News,YES,playing,3.8,server.livelegitpro.in,https://server.livelegitpro.in/globalpunjab/globalpunjab/index.m3u8
Good News Today (720p),GoodNewsToday.in,IN News,YES,playing,2.5,aajtaklive.vgcdn.net,https://aajtaklive.vgcdn.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/3196cced-ce29-4219-9809-f07ccdaa02b9/vglive-sk-848805/master.m3u8
Good News Today (720p),GoodNewsToday.in,IN News,YES,playing,2.6,cc-89m9zu7a2upfe.akamaized.net,https://cc-89m9zu7a2upfe.akamaized.net/hls/live/2016145/gnt/gntlive/playlist.m3u8
GS TV,GSTV.in,IN News,YES,playing,2.4,cdn-4.pishow.tv,https://cdn-4.pishow.tv/live/1462/master.m3u8
GTC News (1080p),GTCNews.in,IN News,YES,playing,1.2,vglivessai.akamaized.net,https://vglivessai.akamaized.net/sg/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/921cca59-daee-4f89-8c38-7ffe8de44f4c/index.m3u8
Guarantee News (1080p),GuaranteeNews.in,IN News,YES,playing,1.8,guaranteenews.in:8443,https://guaranteenews.in:8443/live/gnews/index.m3u8
Gujarat First (576p),GujaratFirst.in,IN News,YES,playing,3.0,mumt03.tangotv.in,https://mumt03.tangotv.in/Dsly5z3HGUJARATFIRST/index.m3u8
Gulistan News (720p) [Not 24/7],GulistanNews.in,IN News,YES,playing,2.4,live.gulistannews.in,https://live.gulistannews.in/hls/gul.m3u8
High News (480p),HighNews.in,IN News,YES,playing,1.1,highmedia.livebox.co.in,https://highmedia.livebox.co.in/HIGHNEWShls/LIVE.m3u8
Hindi Khabar (396p),HindiKhabar.in,IN News,YES,playing,0.7,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/hindikhabar/playlist.m3u8
Hindi Khabar (576p),HindiKhabar.in,IN News,YES,playing,2.4,cdn-2.pishow.tv,https://cdn-2.pishow.tv/live/1041/master.m3u8
Hindi Khabar (576p),HindiKhabar.in,IN News,YES,playing,2.9,mumt04.tangotv.in,https://mumt04.tangotv.in/m18aqlK4HINDIKHABAR/index.m3u8
HMTV (720p),HMTV.in,IN News,YES,playing,2.6,cdn-1.pishow.tv,https://cdn-1.pishow.tv/live/280/master.m3u8
HNN 24x7 (576p),HNN24x7.in,IN News,YES,playing,2.1,ott.livelegitpro.in:9899,https://ott.livelegitpro.in:9899/hnnnews/hnnnews/tracks-v1/index.fmp4.m3u8
Hornbill TV (396p),HornbillTV.in,IN News,YES,playing,0.7,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/hornbilltv/playlist.m3u8
Hornbill TV (576p),HornbillTV.in,IN News,YES,playing,2.5,cdn-2.pishow.tv,https://cdn-2.pishow.tv/live/1463/master.m3u8
Hornbill TV (576p),HornbillTV.in,IN News,YES,playing,3.0,mumt01.tangotv.in,https://mumt01.tangotv.in/O5aw8Zn3HORNBILLTV/index.m3u8
IBC 24 (576p),IBC24.in,IN News,YES,playing,2.9,mumt05.tangotv.in,https://mumt05.tangotv.in/87NeALx2IBC24/index.m3u8
IBC 24 (576p),IBC24.in,IN News,YES,playing,3.2,mumt03.tangotv.in,https://mumt03.tangotv.in/Dsly5z3HC10/index.m3u8
Ind 24 (576p),Ind24.in,IN News,YES,playing,3.0,mumt06.tangotv.in,https://mumt06.tangotv.in/qYyB8fXVIND24/index.m3u8
India Ahead (576p),IndiaAhead.in,IN News,YES,playing,2.6,cdn-2.pishow.tv,https://cdn-2.pishow.tv/live/269/master.m3u8
India Ahead (576p),IndiaAhead.in,IN News,YES,playing,3.0,mumt05.tangotv.in,https://mumt05.tangotv.in/87NeALx2INDIAAHEAD/index.m3u8
India Daily Live (1080p),IndiaDailyLive.in,IN News,YES,playing,2.3,indiadaily.ottlive.co.in,https://indiadaily.ottlive.co.in/indiadailylive/index.m3u8
India Today,IndiaToday.in,IN News,YES,playing,1.9,livehub-voidnet.onrender.com,https://livehub-voidnet.onrender.com/cluster/streamcore/in/INDIATODAY_StreamOrchestrator.m3u8
India Today (720p),IndiaToday.in,IN News,YES,playing,0.7,d1rc86nwwc9fag.cloudfront.net,https://d1rc86nwwc9fag.cloudfront.net/vglive-sk-293160/master.m3u8
India Today (720p) [Not 24/7],IndiaToday.in,IN News,YES,playing,2.2,indiatodaylive.akamaized.net,https://indiatodaylive.akamaized.net/hls/live/2014320/indiatoday/indiatodaylive/playlist.m3u8
India TV,IndiaTV.in,IN News,YES,playing,2.5,cdn-2.pishow.tv,https://cdn-2.pishow.tv/live/1043/master.m3u8
India TV (576p),IndiaTV.in,IN News,YES,playing,3.6,streams.tangotv.in,https://streams.tangotv.in/INDIATV/ORIGIN/index.m3u8
India TV (720p),IndiaTV.in,IN News,YES,playing,0.7,pl-indiatvnews.akamaized.net,https://pl-indiatvnews.akamaized.net/out/v1/db79179b608641ceaa5a4d0dd0dca8da/index.m3u8
India TV Speed News (1080p),IndiaTVSpeedNews.in,IN News,YES,playing,2.9,cc-lyf4c0hwzg5dd.akamaized.net,https://cc-lyf4c0hwzg5dd.akamaized.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lyf4c0hwzg5dd/v1/vglive-sk-479089/main.m3u8
India TV Speed News (1080p),IndiaTVSpeedNews.in,IN News,YES,playing,3.3,cc-lyf4c0hwzg5dd.akamaized.net,https://cc-lyf4c0hwzg5dd.akamaized.net/v1/vglive-sk-479089/main.m3u8
India Voice (576p),IndiaVoice.in,IN News,YES,playing,0.7,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/indiavoice/playlist.m3u8
Indywood TV (720p),IndywoodTV.in,IN News,YES,playing,1.1,43wrzjnpqoxe-hls-live.wmncdn.net,https://43wrzjnpqoxe-hls-live.wmncdn.net/indywood/indywoodtv/index.m3u8
INews (576p),INews.in,IN News,YES,playing,1.3,yuppnimresmum.akamaized.net,https://yuppnimresmum.akamaized.net/28072023/smil:inews.smil/playlist.m3u8?hdnts=st=1735898689~exp=1835898688~acl=*~hmac=f5fe24724fe05481e3841f9eb5ab8efdee0a3dd83645ae9dcf45703f525bab7b
INews (720p),INews.in,IN News,YES,playing,2.4,cdn-1.pishow.tv,https://cdn-1.pishow.tv/live/411/master.m3u8
INH 24x7 (360p),INH24x7.in,IN News,YES,playing,1.9,7epd6o8edk9b-hls-live.wmncdn.net,https://7epd6o8edk9b-hls-live.wmncdn.net/inh24/live.stream/playlist.m3u8
INH 24x7 (396p),INH24x7.in,IN News,YES,playing,0.7,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/inh24x7/playlist.m3u8
Jai Maharashtra (576p),JaiMaharashtra.in,IN News,YES,playing,0.7,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/jaimaharashtra/playlist.m3u8
Janam TV,JanamTV.in,IN News,YES,playing,2.3,cdn-3.pishow.tv,https://cdn-3.pishow.tv/live/1466/master.m3u8
Janam TV (576p),JanamTV.in,IN News,YES,playing,0.5,yuppmedtaorire.akamaized.net,https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/janamtv_nim_https/140622/janamtv/playlist.m3u8
Janam TV (576p),JanamTV.in,IN News,YES,playing,2.9,mumt03.tangotv.in,https://mumt03.tangotv.in/Dsly5z3HJANAMTV/index.m3u8
Janta TV (1080p),JantaTV.in,IN News,YES,playing,0.8,live.jswk.online,https://live.jswk.online/IK_RTPM/live/index.m3u8
Jantantra TV (576p),JantantraTV.in,IN News,YES,playing,0.7,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/jantantratv/playlist.m3u8
Jantantra TV (576p),JantantraTV.in,IN News,YES,playing,3.1,mumt05.tangotv.in,https://mumt05.tangotv.in/87NeALx2JANTANTRA/index.m3u8
Kairali News (576p),KairaliNews.in,IN News,YES,playing,3.0,mumt01.tangotv.in,https://mumt01.tangotv.in/O5aw8Zn3KAIRALINEWS/index.m3u8
Kairali News (720p),KairaliNews.in,IN News,YES,playing,2.3,cdn-3.pishow.tv,https://cdn-3.pishow.tv/live/1469/master.m3u8
Kalinga TV,KalingaTV.in,IN News,YES,playing,2.3,cdn-4.pishow.tv,https://cdn-4.pishow.tv/live/1470/master.m3u8
Kalinga TV (576p),KalingaTV.in,IN News,YES,playing,2.9,mumt01.tangotv.in,https://mumt01.tangotv.in/O5aw8Zn3KALINGATV/index.m3u8
Kashish News,KashishNews.in,IN News,YES,playing,3.0,cdn-7.pishow.tv,https://cdn-7.pishow.tv/live/1471/master.m3u8
Kashish News (576p),KashishNews.in,IN News,YES,playing,0.7,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/kashishnews/playlist.m3u8
Khabar Fast (576p),KhabarFast.in,IN News,YES,playing,2.7,mumt04.tangotv.in,https://mumt04.tangotv.in/m18aqlK4KHABARFAST/index.m3u8
Khabrain Abhi Tak (396p),KhabrainAbhiTak.in,IN News,YES,playing,0.8,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/khabreinabhitak/playlist.m3u8
Khabrain Abhi Tak (576p),KhabrainAbhiTak.in,IN News,YES,playing,3.0,mumt05.tangotv.in,https://mumt05.tangotv.in/87NeALx2KHABRAINABHITAK/index.m3u8
Kolkata TV (1080p),KolkataTV.in,IN News,YES,playing,2.3,cdn.ottlive.co.in,https://cdn.ottlive.co.in/kolkatatv/index.m3u8
KTN News (360p),KTNNews.pk,PK News,YES,playing,1.6,vodzong.mjunoon.tv:8087,https://vodzong.mjunoon.tv:8087/streamtest/KTNNews-151/playlist.m3u8
Lahore News (720p) [Not 24/7],LahoreNews.pk,PK News,YES,playing,2.2,vcdn.dunyanews.tv,https://vcdn.dunyanews.tv/lahorelive/ngrp:lnews_1_all/playlist.m3u8
Living India News (1080p),LivingIndiaNews.in,IN News,YES,playing,2.0,stream.ottlive.co.in,https://stream.ottlive.co.in/livingindia/index.m3u8
Living India News (576p),LivingIndiaNews.in,IN News,YES,playing,2.8,streams.tangotv.in,https://streams.tangotv.in/LIVINGINDIANEWS/ORIGIN/index.m3u8
Madhimugam TV (576p),MadhimugamTV.in,IN News,YES,playing,0.9,yuppparoriglin.akamaized.net,https://yuppparoriglin.akamaized.net/181224/smil:mathimugam.smil/playlist.m3u8?hdnts=st=1735898689~exp=1835898688~acl=*~hmac=f5fe24724fe05481e3841f9eb5ab8efdee0a3dd83645ae9dcf45703f525bab7b
Madhimugam TV (576p),MadhimugamTV.in,IN News,YES,playing,2.4,cdn-3.pishow.tv,https://cdn-3.pishow.tv/live/1476/master.m3u8
Madhimugam TV (576p),MadhimugamTV.in,IN News,YES,playing,3.0,mumt01.tangotv.in,https://mumt01.tangotv.in/O5aw8Zn3MATHIMUGAMTV/index.m3u8
Mahaa News,MahaaNews.in,IN News,YES,playing,2.4,cdn-1.pishow.tv,https://cdn-1.pishow.tv/live/401/master.m3u8
Mahaa News (576p),MahaaNews.in,IN News,YES,playing,3.1,mumt07.tangotv.in,https://mumt07.tangotv.in/zHjX9OFlMAHAANEWS/index.m3u8
Malai Murasu TV (576p),MalaiMurasuTV.in,IN News,YES,playing,2.9,streams.tangotv.in,https://streams.tangotv.in/MALAIMURASUSEITHIGAL/ORIGIN/index.m3u8
Malai Murasu TV (720p) [Not 24/7],MalaiMurasuTV.in,IN News,YES,playing,2.3,cdn-3.pishow.tv,https://cdn-3.pishow.tv/live/1606/master.m3u8
Manorama News (1080p),ManoramaNews.in,IN News,YES,playing,0.7,mmtvnews1.akamaized.net,https://mmtvnews1.akamaized.net/v1/master/673630b269b766886555eebfddd4f27f3de3ab50/mmtvNewsCampaign1/index.m3u8
Manorama News (576p),ManoramaNews.in,IN News,YES,playing,2.8,streams.tangotv.in,https://streams.tangotv.in/MANORAMANEWSNORTH/ORIGIN/index.m3u8
Mantavya News (576p),MantavyaNews.in,IN News,YES,playing,0.8,d1msejlow1t3l4.cloudfront.net,https://d1msejlow1t3l4.cloudfront.net/fta/mantavya/playlist.m3u8
Mathrubhumi News,MathrubhumiNews.in,IN News,YES,playing,1.8,mathrubhumicdn.vidgyor.com,https://mathrubhumicdn.vidgyor.com/mathrubhumi-origin/liveabr/playlist.m3u8
Mathrubhumi News (576p),MathrubhumiNews.in,IN News,YES,playing,2.8,streams.tangotv.in,https://streams.tangotv.in/MATHRUBHUMINEWS/ORIGIN/index.m3u8
Mathrubhumi News (576p) [Not 24/7],MathrubhumiNews.in,IN News,YES,playing,0.5,yuppmedtaorire.akamaized.net,https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/mathrubhuminews_nim_https/110322/mathrubhuminews/playlist.m3u8
Media One (576p),MediaOne.in,IN News,YES,playing,2.7,streams.tangotv.in,https://streams.tangotv.in/MEDIAONETV/ORIGIN/index.m3u8
Media One (720p),MediaOne.in,IN News,YES,playing,2.4,cdn-3.pishow.tv,https://cdn-3.pishow.tv/live/1481/master.m3u8
MediBizTV (720p),MediBizTV.in,IN News,YES,playing,1.3,43wrzjnpqoxe-hls-live.wmncdn.net,https://43wrzjnpqoxe-hls-live.wmncdn.net/marinebiztvlive/marinebiztvlive/playlist.m3u8
Mh 1 News (360p),Mh1News.in,IN News,YES,playing,0.3,livestream.jswk.online,https://livestream.jswk.online/mhonenews/live/index.m3u8
Mirror Now (720p),MirrorNow.in,IN News,YES,playing,1.6,dai.google.com,https://dai.google.com/linear/hls/event/ClPOullTQky5vGPf7fMZ8g/master.m3u8
